Leap Product,Company ObjectId,Account Name,Tier,Plan,Account ID,Agreement: Agreement #,Next Payment Due Date,Start Date,Starting Month,NAICS Code,Primary Classification,New Classifications,Current Number of Licenses,Current Monthly Cost Per License,Current Total Monthly Cost,Total Setup Fee,Total Paid-To-Date,Billing Zip/Postal Code,Billing City,Billing State/Province,Account Owner,Customer Success Manager,Current MRR,Rough Months,Rough LTV,Consolidated Census Bands,Census Bands,Consolidated Bands,# Of Potential Users,Current Leap Users,Current SalesPro Users,Current Leap MRR,Current SalesPro MRR,Account Last Visit,Account Usage Trending,SalesPro Visits Last 30 Days
Leap,rEyoK9bHSB,KO Concrete Coatings LLC,Tier 3,Enterprise 2021,0011K00002LSWo9,3595,10/15/23,9/15/22,9,not found,Contractors - Building,Construction and Renovation Services,1,125,125,0,"$1,750 ",59714,Belgrade,MT,Corey Stroup Mishenko,Corey Stroup Mishenko,125,15,1875.0,1-9 employees,1-4 employees,2,5,0,1,0,125,12/10/23,Increasing,92
Leap,kCZ9B23uGE,Koalaty Home Services,Tier 3,Premium 2019,0011K00002AGhEU,1910,10/23/23,5/23/19,5,not found,,Other,3,88,264,900,"$47,061 ",80014,Aurora,CO,Christopher Cielo,Christopher Cielo,264,55,14520.0,1-9 employees,1-4 employees,2,11,0,3,0,264,12/10/23,Decreasing,119
Leap,fDTUMVvIAS,kroW Construction Inc.,Tier 3,Pro 2021,0011K00002YJNsx,3691,10/10/23,11/10/22,11,not found,,Other,1,49,49,0,$490 ,61938,Mattoon,IL,Sydney Phillips,Sydney Phillips,49,13,637.0,1-9 employees,1-4 employees,2,,0,1,0,49,10/26/23,Decreasing,0
Leap,HMQzdFla8r,KV Construction,Tier 3,SalesPro Enterprise 2023,0011K00002aMKOW,6441,11/3/23,4/3/23,4,not found,,Other,2,129,258,1000,"$2,658 ",3102,Manchester,NH,Corey Stroup Mishenko,Corey Stroup Mishenko,258,8,2064.0,1-9 employees,1-4 employees,2,2,0,2,0,258,12/8/23,Increasing,138
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leap,uMCSvckE3d,LeafDrop Gutters & Downspouts,Tier 3,Premium 2021,0011K00002O8fXY,5606,10/29/23,11/29/22,11,not found,,Other,2,99,198,500,"$2,147 ",98665,Vancouver,WA,Corey Stroup Mishenko,Corey Stroup Mishenko,198,13,2574.0,1-9 employees,1-4 employees,2,,0,2,0,198,12/9/23,Decreasing,120
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leap,algVRORU0I,Legacy industrial coatings,Tier 3,SalesPro Enterprise 2023,0011K00002c42zj,6888,10/28/23,7/28/23,7,not found,,Other,2,129,258,0,$774 ,,,FL,Christopher Cielo,Christopher Cielo,258,5,1290.0,1-9 employees,1-4 employees,2,,0,2,0,258,12/9/23,Decreasing,204
Leap,vXwNfPlY35,Lifetime Aluminum Storm Window Corp.,Tier 3,Premium 2019,0014100000gIvl7,1133,11/5/23,9/5/17,9,444110,Construction Supplies & Services,Engineering and Technical Services,1,95,95,2500,"$9,530 ",7936,East Hanover,NJ,Sydney Phillips,Sydney Phillips,95,75,7125.0,1-9 employees,1-4 employees,2,1,0,1,0,95,11/15/23,No Change,0
Leap,OC5cDOc0W6,Lifetime Builders LLC,Tier 3,Premium 2021,0011K00002aMk77,5817,10/9/23,1/9/23,1,not found,,Other,1,99,99,500,"$1,391 ",,,MN,Colton Temanson,Colton Temanson,99,11,1089.0,1-9 employees,1-4 employees,2,1,0,1,0,99,12/5/23,Increasing,22
Leap,d7pxt2iwzY,Maryland Renovations and more,Tier 3,Enterprise 2021,0011K00002batUi,6189,10/23/23,2/23/23,2,not found,,Other,4,125,500,500,"$3,670 ",20707,Laurel,MD,Francesca Furnells,Francesca Furnells,500,10,5000.0,1-9 employees,1-4 employees,2,3,0,4,0,500,12/11/23,Decreasing,49
Leap,O0jcsicnvd,MCTG Exteriors,Tier 3,Premium 2021,0011K00002U5HdM,3337,10/16/23,3/16/22,3,not found,,Other,1,99,99,750,"$2,631 ",,,KS,Sydney Phillips,Sydney Phillips,99,21,2079.0,1-9 employees,1-4 employees,2,,0,1,0,99,11/15/23,Decreasing,2
Leap,b8wV8C1MtE,Medina Exteriors & Remodeling,Tier 3,SalesPro Team 2023,0014100000iBUoD,7080,10/29/23,9/29/23,9,236118,Home Improvement & Remodeling Services,Construction and Renovation Services,1,99,99,500,$599 ,44256-5622,MEDINA,OH,Sydney Phillips,Sydney Phillips,99,3,297.0,1-9 employees,1-4 employees,2,,0,1,0,99,12/8/23,Decreasing,42
Leap,k9tY4Wvub5,MicroMeshGutterGuards.com,Tier 3,Premium 2020,0011K00002J3nMu,2682,10/28/23,9/28/20,9,not found,Cleaning Services & Supplies,Specialized Home Services,1,80,80,0,"$30,627 ",,Paterson,NJ,Corey Stroup Mishenko,Corey Stroup Mishenko,80,39,3120.0,1-9 employees,1-4 employees,2,11,0,1,0,80,1/0/00,No Change,0
Leap,woNGfughjj,Miga Construction,Tier 3,Pro 2021,0011K00002RTsFZ,3001,10/16/23,7/16/21,7,not found,Contractors - Roofing,Construction and Renovation Services,1,49,49,0,"$1,323 ",8638,Ewing,NJ,Sydney Phillips,Sydney Phillips,49,29,1421.0,1-9 employees,1-4 employees,2,1,0,1,0,49,12/7/23,Increasing,20
Leap,0pzzJ4HZKb,Mr. Windows & Doors of Houston,Tier 3,SalesPro Enterprise 2023,0014100001E19Hx,7066,10/26/23,9/26/23,9,not found,Glass Products & Services,Design and Interior Services,1,129,129,1000,"$1,129 ",,Houston,TX,Christopher Cielo,Christopher Cielo,129,3,387.0,1-9 employees,1-4 employees,2,2,0,1,0,129,1/0/00,No Change,0
Leap,uBy6Po6lbH,Muskoka Roofers,Tier 3,SalesPro Enterprise 2023,0011K00002c5mol,6604,10/10/23,5/10/23,5,not found,,Other,1,116.1,116.1,500,"$1,081 ",P0B 1M0,Huntsville,ON,Corey Stroup Mishenko,Corey Stroup Mishenko,116.1,7,812.7,1-9 employees,1-4 employees,2,4,0,1,0,116.1,9/25/23,No Change,0
Leap,bMzdHFwZrD,myenergyconsultant.com,Tier 3,SalesPro Team 2023,0011K00002eSQVK,7019,10/9/23,9/9/23,9,not found,,Other,1,99,99,1500,"$2,198 ",60135,Genoa,IL,Christopher Cielo,Christopher Cielo,99,3,297.0,1-9 employees,1-4 employees,2,1,0,1,0,99,11/19/23,Increasing,6
Leap,GbjaRPEdvC,Nason?s Home Solutions,Tier 3,Premium 2020,0011K00002LRtDH,2614,10/10/23,7/10/20,7,not found,Home Improvement & Remodeling Services,Construction and Renovation Services,1,125,125,2000,"$6,875 ",4468,Old Towne,ME,Sydney Phillips,Sydney Phillips,125,41,5125.0,1-9 employees,1-4 employees,2,1,0,1,0,125,12/9/23,Decreasing,0
Leap,UAaRzbUlh7,Near Me Roofing Company,Tier 3,Premium 2021,0011K00002NFhIh,3180,11/2/23,12/2/21,12,not found,Contractors - Roofing,Construction and Renovation Services,4,99,396,750,"$8,293 ",,Bellevue,WA,Corey Stroup Mishenko,Corey Stroup Mishenko,396,24,9504.0,1-9 employees,1-4 employees,2,,0,4,0,396,12/11/23,Increasing,66
Leap,yHixbpZjF0,Next 2 Natural Turf,Tier 3,Premium 2021,0011K00002aMvpK,5972,10/19/23,1/19/23,1,not found,,Other,2,99,198,1000,"$8,669 ",,,CO,Sydney Stansell,Sydney Stansell,198,11,2178.0,1-9 employees,1-4 employees,2,,0,2,0,198,12/6/23,Increasing,0
Leap,VF3fUtbfIz,Next Wave Construction,Tier 3,Premium 2021,0011K00002XxWVv,3518,10/29/23,7/29/22,7,not found,Contractors - Building,Construction and Renovation Services,2,99,198,500,"$1,816 ",,,IL,Christopher Cielo,Christopher Cielo,198,17,3366.0,1-9 employees,1-4 employees,2,,0,2,0,198,12/8/23,Decreasing,121
Leap,qYFBOEBPYN,Nova Renewal,Tier 3,Premium 2021,0011K00002ZMXNW,3685,11/3/23,11/3/22,11,not found,,Other,1,99,99,500,"$1,490 ",,,Minnesota,Colton Temanson,Colton Temanson,99,13,1287.0,1-9 employees,1-4 employees,2,,0,1,0,99,9/8/23,No Change,0
Leap,m4zlXDdfdk,ODM Construction Inc,Tier 3,Premium 2021,0011K00002bb5VL,6188,10/22/23,2/22/23,2,not found,,Other,1,99,99,500,"$1,292 ",,,CA,Daniil Lyalko,Kevin Powell,99,10,990.0,1-9 employees,1-4 employees,2,,0,1,0,99,10/5/23,No Change,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leap,CwuvyeDZEH,Opulands Landscape Design & Construction,Tier 3,Premium 2021,0011K00002RU5E0,3003,10/16/23,7/16/21,7,not found,Contractors - Paving,Construction and Renovation Services,1,99,99,1000,"$4,178 ",95008,Campbell,CA,Sydney Phillips,Sydney Phillips,99,29,2871.0,1-9 employees,1-4 employees,2,,0,1,0,99,12/5/23,Increasing,118
Leap,oLtp6foAvl,Ozark Home Pros,Tier 3,Premium 2021,0011K00002Xwokl,3517,10/29/23,7/29/22,7,not found,Home Improvement & Remodeling Services,Construction and Renovation Services,2,99,198,1500,"$3,421 ",,,AR,Corey Stroup Mishenko,Corey Stroup Mishenko,198,17,3366.0,1-9 employees,1-4 employees,2,2,0,2,0,198,12/9/23,Decreasing,482
Leap,LEhkxsXEZ5,PACC Building Group LLC,Tier 3,Premium 2021,0011K00002XuXYs,3500,10/14/23,7/14/22,7,not found,Contractors - Roofing,Construction and Renovation Services,2,99,198,1000,"$6,148 ",,,Illinois,Colton Temanson,Colton Temanson,198,17,3366.0,1-9 employees,1-4 employees,2,,0,2,0,198,12/8/23,Decreasing,647
Leap,ijOW3rDApo,"Peakview Windows, Siding and Stucco",Tier 3,Premium 2021,0011K00002ZMTiJ,6050,10/26/23,1/26/23,1,238170,Contractors - Siding,Construction and Renovation Services,3,99,297,0,"$3,564 ",,,CO,Corey Stroup Mishenko,Corey Stroup Mishenko,297,11,3267.0,1-9 employees,1-4 employees,2,3,0,3,0,297,11/29/23,Decreasing,4
Leap,WgQt2kB015,"Peninsula Bath ,LLC",Tier 3,Enterprise 2021,0011K00002ZNpHy,5630,11/2/23,12/2/22,12,not found,,Other,3,125,375,1500,"$5,125 ",,,MD,Corey Stroup Mishenko,Corey Stroup Mishenko,375,12,4500.0,1-9 employees,1-4 employees,2,2,0,3,0,375,12/9/23,Increasing,710
Leap,yfrRKmdXuj,PJ Fitzpatrick,Tier 3,Enterprise 2021,0014100001NENk6,1265,10/30/23,4/17/18,4,not found,Contractors - Roofing,Construction and Renovation Services,1,99,99,2500,"$160,525 ",19720,New Castle,DE,Sydney Phillips,Sydney Phillips,99,68,6732.0,1-9 employees,1-4 employees,2,35,0,1,0,99,1/0/00,No Change,0
Leap,BQzHtLahmn,Plus Construction,Tier 3,Premium 2020,0011K00002O8MTu,2773,10/23/23,12/23/20,12,not found,Real Estate - Brokers & Agents,"Financial, Real Estate, and Consulting Services",8,94.5,756,750,"$18,638 ",V3B 1A1,Coquitlam,BC,Yesenia Romero,Yesenia Romero,756,36,27216.0,1-9 employees,1-4 employees,2,,0,8,0,756,12/11/23,Decreasing,459
Leap,qykFE9269N,Popa Construction,Tier 3,Premium 2019,0011K00002H5pca,2343,10/20/23,2/20/20,2,not found,,Other,1,137.5,137.5,500,"$6,388 ",33626,Tampa,FL,Corey Stroup Mishenko,Corey Stroup Mishenko,137.5,46,6325.0,1-9 employees,1-4 employees,2,1,0,1,0,137.5,8/7/23,No Change,0
Leap,VF9TPTo4ye,Precision Roofing and Exteriors,Tier 3,SalesPro Team 2023,0011K00002f9oOC,7063,10/26/23,9/26/23,9,not found,,Other,1,99,99,500,$599 ,99336,Kennewick,WA,Sydney Phillips,Sydney Phillips,99,3,297.0,1-9 employees,1-4 employees,2,,0,1,0,99,12/7/23,Decreasing,3
Leap,mrc8pepMwo,Prestige Roofing of SOFL LLC,Tier 3,Premium 2021,0011K00002ERsIt,2947,10/25/23,5/25/21,5,not found,Contractors - Roofing,Construction and Renovation Services,1,99,99,0,"$2,871 ",,Miami,FL,Sydney Phillips,Sydney Phillips,99,31,3069.0,1-9 employees,1-4 employees,2,1,0,1,0,99,12/10/23,Increasing,223
Leap,4mXbTyrAGk,Prime Baths of new Mexico,Tier 3,SalesPro Enterprise 2023,0011K00002cSlLA,6474,10/11/23,4/11/23,4,not found,,Other,2,99,198,500,"$1,440 ",87107,Albuquerque,New Mexico,Corey Stroup Mishenko,Corey Stroup Mishenko,198,8,1584.0,1-9 employees,1-4 employees,2,,0,2,0,198,12/9/23,Increasing,93
Leap,D9XJ6zYFMG,Punch List,Tier 3,Premium 2020,0011K00002PN2x3,2825,10/19/23,2/19/21,2,not found,Contractors - Roofing,Construction and Renovation Services,4,99,396,1000,"$12,895 ",29403,Chicago,IL,Colton Temanson,Colton Temanson,396,34,13464.0,1-9 employees,1-4 employees,2,,0,4,0,396,12/8/23,Decreasing,186
Leap,Emm9uxR2Jw,Pure Cooling,Tier 3,Premium 2021,0011K00002VNpAy,3474,10/22/23,6/22/22,6,not found,Contractors - Building,Construction and Renovation Services,3,99,297,1000,"$5,752 ",,,FL,Christopher Cielo,Christopher Cielo,297,18,5346.0,1-9 employees,1-4 employees,2,,0,3,0,297,1/0/00,No Change,0
Leap,sJDxLriBZJ,Quint-Pro Siding & Windows LLC,Tier 3,Premium 2021,0014100001yRhIO,5939,10/12/23,1/12/23,1,238170,Glass Products & Services,Design and Interior Services,3,99,297,500,"$3,173 ",75074,Plano,TX,Christopher Cielo,Christopher Cielo,297,11,3267.0,1-9 employees,1-4 employees,2,,0,3,0,297,12/8/23,Decreasing,27
Leap,KAEhnpxNyH,Randy?s Roofing & Window Shop,Tier 3,Premium 2020,0011K00002J3Zle,2613,10/9/23,7/9/20,7,not found,Contractors - Roofing,Construction and Renovation Services,2,125,250,2500,"$11,250 ",,,TX,Christopher Cielo,Christopher Cielo,250,41,10250.0,1-9 employees,1-4 employees,2,2,0,2,0,250,12/1/23,Decreasing,6
Leap,m36xaeDNHt,Re-Bath of Long Island,Tier 3,Enterprise 2021,0011K00002b4ewQ,6195,10/24/23,2/24/23,2,not found,,Other,2,125,250,1500,"$3,500 ",11735,Farmingdale,New York,Christopher Cielo,Christopher Cielo,250,10,2500.0,1-9 employees,1-4 employees,2,,0,2,0,250,12/9/23,Increasing,556
Leap,bhP16QxAWK,Reece Roofing & Remodeling,Tier 3,Pro 2021,0011K00002Sib6S,3136,10/29/23,10/29/21,10,not found,Contractors - Roofing,Construction and Renovation Services,1,49,49,0,"$1,176 ",,,TX,Sydney Phillips,Sydney Phillips,49,26,1274.0,1-9 employees,1-4 employees,2,,0,1,0,49,11/22/23,Increasing,0
Leap,1SZQouNxWe,Refined Roofing,Tier 3,Enterprise 2021,0011K00002U3aL7,5647,11/7/23,12/7/22,12,238160,Contractors - Roofing,Construction and Renovation Services,1,125,125,1500,"$2,875 ",92832,Fullerton,CA,Corey Stroup Mishenko,Corey Stroup Mishenko,125,12,1500.0,1-9 employees,1-4 employees,2,,0,1,0,125,1/0/00,No Change,0
Leap,jK7WVSt6Dt,Reflection Windows & Doors,Tier 3,Premium 2021,0011K00002ZM5vY,3680,10/31/23,10/31/22,10,423310,Glass Products & Services,Design and Interior Services,3,99,297,1500,"$4,725 ",80223,Denver,CO,Corey Stroup Mishenko,Corey Stroup Mishenko,297,14,4158.0,1-9 employees,1-4 employees,2,4,0,3,0,297,12/8/23,Decreasing,305
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leap,2VQ1bD3LOs,Republic of Texas Concrete & Coatings,Tier 3,Premium 2021,0011K00002aLuQa,5959,10/17/23,1/17/23,1,not found,,Other,1,99,99,0,"$1,188 ",,,TX,Sydney Phillips,Sydney Phillips,99,11,1089.0,1-9 employees,1-4 employees,2,,0,1,0,99,1/0/00,No Change,0
Leap,DnlTtiXTHq,Resilient Roofing,Tier 3,Premium 2021,0011K00002ZK0XY,5633,11/5/23,12/5/22,12,not found,,Other,1,99,99,500,"$1,589 ",7002,Bayonne,NJ,Sydney Phillips,Sydney Phillips,99,12,1188.0,1-9 employees,1-4 employees,2,2,0,1,0,99,11/6/23,No Change,0
Leap,O92qdFSYOQ,RNY Construction,Tier 3,Premium 2021,0011K00002RWujs,3059,11/8/23,9/8/21,9,not found,,Other,1,99,99,750,"$3,324 ",33406-5094,West Palm Beach,FL,Corey Stroup Mishenko,Corey Stroup Mishenko,99,27,2673.0,1-9 employees,1-4 employees,2,,0,1,0,99,1/0/00,No Change,0
Leap,KxwskAsjl9,Robbins Remodeling,Tier 3,Premium 2021,0011K00002bZuPI,6177,10/21/23,2/21/23,2,not found,,Other,1,99,99,500,"$1,985 ",,,CA,Sydney Phillips,Sydney Phillips,99,10,990.0,1-9 employees,1-4 employees,2,,0,1,0,99,9/25/23,No Change,0
Leap,wt0LItDlEi,SAFE INNOVATION,Tier 3,Premium 2021,0011K00002bbh2J,6273,10/10/23,3/10/23,3,not found,,Other,1,99,99,2000,"$2,693 ",,,FL,Sydney Phillips,Sydney Phillips,99,9,891.0,1-9 employees,1-4 employees,2,,0,1,0,99,12/10/23,Decreasing,0
Leap,6JWbC0rm4C,Sandau Construction Inc.,Tier 3,Premium 2021,0014100001aEjK4,6087,11/2/23,2/2/23,2,not found,Contractors - Building,Construction and Renovation Services,3,99,297,0,"$2,673 ",55378,Savage,MN,Colton Temanson,Colton Temanson,297,10,2970.0,1-9 employees,1-4 employees,2,1,0,3,0,297,12/1/23,Increasing,116
Leap,1O2CGZFDag,Schroeder Exteriors,Tier 3,SalesPro Enterprise 2023,0011K00002d7nRf,7043,10/19/23,9/19/23,9,not found,,Other,2,129,258,750,"$1,008 ",22031,Fairfax,VA,Christopher Cielo,Christopher Cielo,258,3,774.0,1-9 employees,1-4 employees,2,,0,2,0,258,12/7/23,Decreasing,21
Leap,TUGUdil8GQ,Scope Restoration Inc,Tier 3,Premium 2021,0011K00002SjCrq,3303,10/25/23,2/25/22,2,not found,Contractors - Roofing,Construction and Renovation Services,3,89,267,750,"$6,090 ",20602,Waldorf,Maryland,Christopher Cielo,Christopher Cielo,267,22,5874.0,1-9 employees,1-4 employees,2,,0,3,0,267,1/0/00,No Change,0
Leap,5ckZUiZhg2,Seattle Bath,Tier 3,Pro 2021,0011K00002VKoxQ,5696,10/14/23,12/14/22,12,not found,,Other,1,49,49,0,$441 ,,,WA,Sydney Phillips,Sydney Phillips,49,12,588.0,1-9 employees,1-4 employees,2,1,0,1,0,49,9/18/23,No Change,0
Leap,QIfFm81TJA,SetRoc LLC DBA Castle The Window People,Tier 3,Premium 2020,0011K00002O8O7V,2769,10/23/23,12/23/20,12,not found,Housewares & Home Decor,Design and Interior Services,2,112.5,225,1000,"$7,970 ",,,MA,Christopher Cielo,Christopher Cielo,225,36,8100.0,1-9 employees,1-4 employees,2,5,0,2,0,225,12/10/23,Increasing,130
Leap,5pj2fQGEqt,Shield Turf N Pavers,Tier 3,SalesPro Team 2023,0011K00002d75T6,6785,10/27/23,6/27/23,6,not found,,Other,2,99,198,500,$857 ,92868,Orange,CA,Corey Stroup Mishenko,Corey Stroup Mishenko,198,6,1188.0,1-9 employees,1-4 employees,2,,0,2,0,198,9/19/23,No Change,0
Leap,Y2fehg524J,Siding Unlimited,Tier 3,Premium 2021,0011K00002H4tGg,6094,11/3/23,2/3/23,2,not found,Contractors - Siding,Construction and Renovation Services,2,99,198,500,"$2,282 ",48044,Macomb,MI,Sydney Phillips,Sydney Phillips,198,10,1980.0,1-9 employees,1-4 employees,2,,0,2,0,198,10/24/23,No Change,0
Leap,VngqTql9qv,Signature Coatings,Tier 3,Premium 2019,0011K00002H3nVV,2290,10/30/23,1/30/20,1,not found,Carpet & Flooring,Specialized Home Services,1,137.5,137.5,1500,"$16,636 ",45214,Cincinnati,OH,Francesca Furnells,Francesca Furnells,137.5,47,6462.5,1-9 employees,1-4 employees,2,1,0,1,0,137.5,10/31/23,Decreasing,0
Leap,G8kA3FzlF9,Skluzacek Bros,Tier 3,Premium 2021,0011K00002bavQ6,6181,10/22/23,2/22/23,2,not found,,Other,1,99,99,500,"$1,292 ",,,MN,Daniil Lyalko,Kevin Powell,99,10,990.0,1-9 employees,1-4 employees,2,,0,1,0,99,10/14/23,No Change,0
Leap,lgATJYAaA9,Smart Choice Contracting,Tier 3,Premium 2021,0011K00002aL5XW,5712,10/16/23,12/16/22,12,not found,,Other,1,99,99,1500,"$1,891 ",,,NY,Sydney Phillips,Sydney Phillips,99,12,1188.0,1-9 employees,1-4 employees,2,2,0,1,0,99,12/6/23,Decreasing,27
Leap,4QHhS0KUDv,Smart Homes Builders Inc,Tier 3,Pro 2021,0011K00002SgmAO,3078,10/20/23,9/20/21,9,not found,Contractors - Building,Construction and Renovation Services,1,49,49,500,"$1,725 ",55330,Elk River,MN,Sydney Phillips,Sydney Phillips,49,27,1323.0,1-9 employees,1-4 employees,2,2,0,1,0,49,11/17/23,Increasing,28
Leap,GKtlHBmj3l,Sofli Windows and Doors,Tier 3,Premium 2021,0011K00002ZKiaO,3673,10/27/23,10/27/22,10,not found,Glass Products & Services,Design and Interior Services,4,99,396,0,"$3,960 ",,,FL,Francesca Furnells,Francesca Furnells,396,14,5544.0,1-9 employees,1-4 employees,2,,0,4,0,396,10/20/23,No Change,0
Leap,YNAMWmCNVO,Sooner state home improvements,Tier 3,Premium 2020,0011K00002J4i2A,2596,11/1/23,7/1/20,7,not found,Construction Supplies & Services,Engineering and Technical Services,2,125,250,0,"$9,875 ",,,OK,Christopher Cielo,Christopher Cielo,250,41,10250.0,1-9 employees,1-4 employees,2,2,0,2,0,250,12/8/23,Decreasing,27
Leap,jnVCc6nenF,Sorenson Roofing & Restoration,Tier 3,Premium 2021,0011K00002YLAlf,3562,10/26/23,8/26/22,8,not found,,Other,1,99,99,1000,"$2,089 ",,,CO,Sydney Phillips,Sydney Phillips,99,16,1584.0,1-9 employees,1-4 employees,2,1,0,1,0,99,8/29/23,No Change,0
Leap,UxcbxtI3GM,sounders roofing llc,Tier 3,SalesPro Team 2023,0011K00002eQpp6,6935,10/10/23,8/10/23,8,not found,,Other,1,99,99,500,$698 ,,,WA,Francesca Furnells,Francesca Furnells,99,4,396.0,1-9 employees,1-4 employees,2,,0,1,0,99,8/30/23,No Change,0
Leap,ftNPFMiFPz,Southern Impact Homes,Tier 3,Premium 2021,0011K00002YLbMy,3580,10/31/23,8/31/22,8,not found,,Other,3,99,297,0,"$2,496 ",,,FL,Corey Stroup Mishenko,Corey Stroup Mishenko,297,16,4752.0,1-9 employees,1-4 employees,2,,0,3,0,297,12/9/23,Decreasing,0
Leap,RD7l3WVaZq,Southwest Bath and Home Design,Tier 3,Premium 2021,0011K00002U4Q6C,3278,11/8/23,2/8/22,2,not found,Contractors - Building,Construction and Renovation Services,3,99,297,0,"$6,237 ",,,TX,Christopher Cielo,Christopher Cielo,297,22,6534.0,1-9 employees,1-4 employees,2,,0,3,0,297,11/15/23,No Change,0
Leap,ke9WB8ocO4,Sowers Contracting,Tier 3,Pro 2021,0011K00002ZMxFc,5555,10/15/23,11/15/22,11,not found,,Other,1,49,49,0,$539 ,,Columbus,OH,Sydney Phillips,Sydney Phillips,49,13,637.0,1-9 employees,1-4 employees,2,1,0,1,0,49,12/7/23,Decreasing,19
Leap,WalXWcCC5q,Speaks Custom Windows,Tier 3,SalesPro Team 2023,0011K00002d8mBD,6883,10/27/23,7/27/23,7,not found,,Other,2,99,198,0,$594 ,,,NC,Francesca Furnells,Francesca Furnells,198,5,990.0,1-9 employees,1-4 employees,2,,0,2,0,198,12/8/23,Decreasing,7
Leap,hGQAZby9uy,Square Oaks Home Improvement LLC,Tier 3,Enterprise 2021,0011K00002Sk1ci,3185,11/6/23,12/6/21,12,not found,Glass Products & Services,Design and Interior Services,4,125,500,0,"$10,398 ",54914,Appleton,WI,Francesca Furnells,Francesca Furnells,500,24,12000.0,1-9 employees,1-4 employees,2,3,0,4,0,500,12/6/23,Increasing,36
Leap,dfvQ828zju,Stencil Design & Remodel,Tier 3,Premium 2020,0011K00002LVLTy,2679,10/25/23,9/25/20,9,not found,Contractors - Building,Construction and Renovation Services,1,105,105,500,"$10,529 ",76051,Grapevine,TX,Corey Stroup Mishenko,Corey Stroup Mishenko,105,39,4095.0,1-9 employees,1-4 employees,2,2,0,1,0,105,11/30/23,Decreasing,8
Leap,xfgcmrpsh9,Storm Guard of Richardson,Tier 3,Premium 2019,0014100001SZLIi,1238,11/2/23,3/2/18,3,not found,Contractors - Building,Construction and Renovation Services,1,104.5,104.5,2500,"$16,402 ",75081,Richardson,TX,Sydney Phillips,Sydney Phillips,104.5,69,7210.5,1-9 employees,1-4 employees,2,3,0,1,0,104.5,10/18/23,No Change,0
Leap,JjAPTFZB0d,Stress Free Roofing,Tier 3,Premium 2019,0011K00002H62pt,2340,10/19/23,2/19/20,2,238160,Contractors - Roofing,Construction and Renovation Services,1,137.5,137.5,1500,"$10,748 ",30253,McDonough,GA,Francesca Furnells,Francesca Furnells,137.5,46,6325.0,1-9 employees,1-4 employees,2,1,0,1,0,137.5,12/8/23,Increasing,39
Leap,SXtooZZwkf,Sugar land Roofing LLC,Tier 3,SalesPro Team 2023,0011K00002eOZua,6817,11/5/23,7/5/23,7,not found,,Other,1,99,99,500,$896 ,77437,El Campo,TX,Daniil Lyalko,Kevin Powell,99,5,495.0,1-9 employees,1-4 employees,2,,0,1,0,99,10/23/23,No Change,0
Leap,rW8ZBPfshV,Sunshine Siding And Window,Tier 3,SalesPro Team 2023,0011K00002233bw,6924,10/9/23,8/9/23,8,238170,Glass Products & Services,Design and Interior Services,1,129,129,0,$258 ,60193,Schaumburg,IL,Francesca Furnells,Francesca Furnells,129,4,516.0,1-9 employees,1-4 employees,2,,0,1,0,129,12/10/23,Increasing,164
Leap,2jKOjbYJqP,Tejas RoofWorks,Tier 3,Premium 2021,0011K00002ZLw79,5769,11/3/23,1/3/23,1,not found,Contractors - Roofing,Construction and Renovation Services,1,99,99,0,"$1,386 ",,,TX,Sydney Phillips,Sydney Phillips,99,11,1089.0,1-9 employees,1-4 employees,2,,0,1,0,99,1/0/00,No Change,0
Leap,q1vaTXYmAr,Texas Windows Direct,Tier 3,Premium 2019,0014100001yUzfM,1408,10/26/23,11/26/18,11,not found,Glass Products & Services,Design and Interior Services,2,95,190,2000,"$14,143 ",78613,Cedar Park,TX,Daniil Lyalko,Kevin Powell,190,61,11590.0,1-9 employees,1-4 employees,2,1,0,2,0,190,12/5/23,Decreasing,38
Leap,kSPMf58W7u,The Arthur Group DBA T.A.G. Exteriors,Tier 3,Enterprise 2021,0011K00002Xa06m,3499,10/13/23,7/13/22,7,not found,Contractors - Roofing,Construction and Renovation Services,3,125,375,0,"$6,474 ",46227,Indianapolis,IN,Colton Temanson,Colton Temanson,375,17,6375.0,1-9 employees,1-4 employees,2,,0,3,0,375,12/7/23,Decreasing,88
Leap,PYWbOG2Cdr,The Door Store,Tier 3,Premium 2021,0014100001PMqAc,6169,10/21/23,2/21/23,2,not found,Glass Products & Services,Design and Interior Services,1,99,99,500,"$1,193 ",60181,Villa Park,IL,Christopher Cielo,Christopher Cielo,99,10,990.0,1-9 employees,1-4 employees,2,,0,1,0,99,9/18/23,No Change,0
Leap,y1d5v4UEX6,The Florida Patio Company,Tier 3,Premium 2021,0011K00002ZNX0V,5599,10/28/23,11/28/22,11,not found,,Other,1,99,99,0,"$1,089 ",,,FL,Daniil Lyalko,Kevin Powell,99,13,1287.0,1-9 employees,1-4 employees,2,,0,1,0,99,1/0/00,No Change,0
